Range,Temp,Humid,Hight,HA_Start,HA_End,VA_Start,VA_End
4660,-23.3,61.0,2978,30,37,6,20
4798,-24.5,61.0,3116,30,22,6,34
4958,-25.7,60.0,3258,30,3,6,45
5126,-27.0,59.0,3419,29,78,6,58
5225,-28.2,59.0,3527,29,56,6,69
5394,-29.2,58.0,3691,29,24,6,82
5503,-30.2,59.0,3846,28,80,7,1
5704,-30.8,58.0,4001,28,56,7,6
5899,-30.7,54.0,4157,28,46,7,11
6145,-31.7,50.0,4312,28,53,7,8
6389,-32.4,47.0,4463,28,54,7,6
6646,-33.2,44.0,4609,28,58,7,0
6936,-33.6,42.0,4757,28,57,6,92
7263,-34.1,40.0,4905,28,70,6,80
7613,-34.6,38.0,5050,28,77,6,66
7999,-35.4,36.0,5194,28,91,6,50
8376,-35.5,35.0,5336,29,2,6,36
8787,-35.7,34.0,5479,29,7,6,21
9207,-35.9,33.0,5623,29,12,6,7
9700,-35.8,32.0,5766,29,14,5,88
10278,-36.6,31.0,5904,29,27,5,66
10853,-37.4,31.0,6048,29,42,5,48
11459,-38.2,30.0,6191,29,55,5,29
12126,-38.6,29.0,6330,29,69,5,10
12812,-39.3,29.0,6468,29,82,4,92
13413,-40.0,29.0,6606,29,93,4,79
14083,-40.7,,6746,30,1,4,65
14700,-41.6,,6884,30,12,4,54
15374,-42.2,,7023,30,21,4,42
16088,-42.9,,7161,30,32,4,30
16790,-43.5,,7298,30,44,4,19
17490,-44.2,,7434,30,53,4,10
18139,-45.1,,7569,30,62,4,2
18818,-46.0,,7706,30,73,3,94
19409,-46.2,,7846,30,81,3,89
19896,-46.3,,7992,30,86,3,85
20747,-47.3,,8131,30,89,3,75
21337,-48.2,,8274,30,96,3,71
21963,-48.0,,8417,30,99,3,67
22613,-48.2,,8559,31,5,3,62
23150,-48.2,,8704,31,6,3,60
24007,-48.5,,8839,31,6,3,52
24471,-48.6,,8978,31,4,3,51
25100,-48.8,,9116,31,6,3,47
25675,-48.9,,9251,31,6,3,44
26071,-49.1,,9389,31,2,3,44
26554,-48.9,,9526,31,3,3,43
27017,-49.0,,9662,31,3,3,42
27509,-49.1,,9800,31,3,3,40
27827,-49.3,,9943,30,98,3,42
28115,-49.7,,10089,30,95,3,43
28467,-49.6,,10232,30,93,3,44
28825,-49.3,,10375,30,94,3,44
29237,-49.6,,10519,30,87,3,44
29633,-49.1,,10663,30,80,3,44
30165,-49.8,,10802,30,74,3,43
30746,-49.8,,10939,30,73,3,40
31048,-50.1,,11080,30,67,3,42
31454,-50.1,,11221,30,62,3,41
31580,-49.6,,11371,30,53,3,45
32216,-49.5,,11508,30,49,3,42
32593,-48.7,,11641,30,48,3,42
32822,-49.0,,11774,30,42,3,44
32989,-49.0,,11909,30,36,3,46
33109,-49.1,,12047,30,26,3,49
33157,-47.9,,12190,30,17,3,53
33446,-47.5,,12332,30,7,3,54
33458,-47.9,,12485,30,0,3,58
33860,-48.0,,12634,29,94,3,58
34220,-47.5,,12782,29,89,3,59
34372,-47.4,,12937,29,82,3,62
34766,-47.8,,13084,29,76,3,62
34870,-47.8,,13238,29,66,3,65
35145,-48.6,,13390,29,57,3,67
35353,-49.0,,13546,29,47,3,69
35664,-49.3,,13703,29,38,3,70
36159,-49.0,,13855,29,29,3,69
36466,-49.4,,14013,29,20,3,70
37055,-49.1,,14155,29,8,3,68
37372,-49.1,,14299,28,98,3,69
37568,-49.2,,14443,28,86,3,70
37695,-49.5,,14591,28,73,3,73
38024,-50.0,,14733,28,61,3,74
38302,-49.9,,14879,28,49,3,75
38356,-50.4,,15032,28,36,3,78
38667,-49.8,,15188,28,26,3,79
39059,-49.6,,15345,28,18,3,79
39418,-48.9,,15498,28,9,3,80
39624,-49.1,,15650,27,98,3,81
39976,-49.6,,15798,27,89,3,82
40088,-50.6,,15947,27,81,3,84
40174,-52.1,,16100,27,68,3,88
40402,-51.9,,16256,27,55,3,89
40695,-51.9,,16415,27,47,3,90
40855,-52.2,,16578,27,38,3,93
41140,-51.6,,16737,27,26,3,94
41517,-52.4,,16891,27,18,3,94
41756,-53.2,,17044,27,6,3,95
41803,-53.7,,17207,26,92,3,99
42371,-53.8,,17371,26,79,3,97
43104,-53.9,,17521,26,70,3,94
43527,-53.9,,17673,26,64,3,93
43900,-52.7,,17823,26,52,3,93
44093,-52.4,,17973,26,43,3,95
44527,-53.5,,18126,26,31,3,94
44862,-54.3,,18291,26,17,3,95
45394,-55.0,,18454,26,10,3,94
45977,-55.4,,18611,26,1,3,92
46184,-54.7,,18774,25,91,3,94
46582,-55.5,,18935,25,81,3,94
47088,-56.1,,19093,25,69,3,93
47312,-56.6,,19261,25,63,3,94
47810,-56.1,,19427,25,53,3,94
48138,-56.3,,19597,25,47,3,94
48689,-56.2,,19763,25,39,3,93
48780,-56.1,,19937,25,31,3,96
49277,-55.5,,20109,25,21,3,95
49863,-55.3,,20269,25,13,3,94
50340,-55.1,,20437,25,7,3,93
51060,-55.0,,20587,24,98,3,90
51375,-54.9,,20743,24,94,3,91
51697,-54.6,,20901,24,85,3,92
51962,-54.5,,21060,24,78,3,93
51850,-54.4,,21247,24,68,3,97
52363,-55.0,,21425,24,58,3,97
52806,-55.4,,21606,24,50,3,97
53714,-55.5,,21766,24,46,3,93
54184,-55.6,,21927,24,39,3,92
54254,-56.2,,22105,24,33,3,95
54620,-56.5,,22289,24,27,3,95
54951,-56.8,,22479,24,21,3,97
55749,-57.0,,22652,24,16,3,94
55967,-56.9,,22833,24,8,3,95
56492,-56.9,,23016,24,3,3,95
57438,-57.5,,23181,24,0,3,91
57793,-58.0,,23357,23,95,3,91
58002,-58.6,,23537,23,90,3,93
58518,-59.6,,23720,23,85,3,93
59135,-59.4,,23901,23,80,3,91
59597,-59.7,,24082,23,74,3,91
60105,-59.5,,24265,23,71,3,91
60874,-59.4,,24443,23,65,3,89
60972,-58.8,,24646,23,60,3,91
61535,-59.2,,24838,23,54,3,91
62017,-59.5,,25034,23,49,3,91
62735,-59.4,,25220,23,46,3,89
63213,-60.1,,25414,23,42,3,89
63696,-60.4,,25608,23,37,3,89
64246,-60.6,,25800,23,32,3,89
64494,-60.4,,26007,23,28,3,90
65597,-60.7,,26194,23,22,3,86
66332,-60.6,,26379,23,22,3,85
66961,-60.3,,26556,23,20,3,83
66774,-59.5,,26779,23,16,3,88
67837,-59.5,,26982,23,13,3,85
68456,-59.4,,27185,23,13,3,84
68974,-59.6,,27399,23,11,3,84
70035,-60.0,,27592,23,9,3,81
70010,-59.1,,27813,23,8,3,84
71296,-58.8,,28010,23,4,3,80
71717,-58.3,,28209,23,1,3,80
72576,-58.3,,28401,22,98,3,78
73365,-58.1,,28583,22,97,3,76
73755,-58.2,,28778,22,91,3,77
74079,-57.9,,28988,22,88,3,78
74591,-59.3,,29187,22,86,3,78
75323,-60.5,,29386,22,78,3,77
75933,-60.9,,29591,22,73,3,76
313,18.2,48.0,411,36,97,7,81
602,16.2,51.0,639,37,2,8,25
890,14.7,52.0,868,36,11,8,40
1098,13.1,54.0,1096,36,35,9,40
1387,11.6,56.0,1325,34,61,9,24
1566,10.1,57.0,1489,33,88,9,43
1734,8.6,59.0,1643,33,12,9,57
1886,7.3,60.0,1785,32,50,9,70
2069,5.8,62.0,1965,32,11,9,93
2218,4.4,63.0,2126,31,55,10,20
2354,3.5,61.0,2273,30,92,10,45
2591,2.7,56.0,2490,30,45,10,50
2790,2.4,46.0,2642,30,32,10,31
3014,2.5,40.0,2835,30,11,10,28
3207,1.8,38.0,2995,29,73,10,22
3385,1.8,36.0,3141,29,22,10,16
3629,1.0,33.0,3350,28,69,10,13
3805,0.1,31.0,3495,28,57,10,9
4047,-1.1,31.0,3688,28,58,10,1
4211,-2.2,30.0,3837,28,38,10,3
4418,-3.4,31.0,3998,28,27,9,96
4655,-4.8,32.0,4175,28,29,9,84
4849,-6.0,33.0,4335,27,95,9,82
5099,-7.4,32.0,4511,27,73,9,69
5343,-8.7,31.0,4686,27,72,9,58
5525,-10.0,30.0,4855,27,51,9,63
5745,-11.4,30.0,5015,27,32,9,55
5967,-12.7,30.0,5185,27,3,9,50
6178,-13.9,32.0,5356,26,97,9,48
6358,-15.2,36.0,5525,26,72,9,53
6598,-16.6,42.0,5693,26,76,9,44
6789,-17.8,43.0,5843,26,70,9,42
6956,-19.1,44.0,5979,26,64,9,41
7149,-20.3,44.0,6104,26,61,9,32
7373,-21.5,45.0,6272,26,32,9,28
7648,-22.5,43.0,6454,26,15,9,18
7957,-23.6,41.0,6629,25,89,9,2
8305,-24.9,38.0,6802,25,96,8,81
8577,-26.4,36.0,6969,25,95,8,72
8867,-28.0,34.0,7139,25,93,8,61
9162,-29.5,33.0,7312,25,87,8,52
9423,-31.0,32.0,7487,25,83,8,47
9634,-32.5,32.0,7662,25,70,8,49
9922,-33.8,32.0,7846,25,49,8,43
10250,-34.9,32.0,8022,25,19,8,32
10569,-36.4,32.0,8197,24,86,8,22
10814,-37.7,32.0,8377,24,63,8,21
11089,-39.0,32.0,8555,24,32,8,17
11379,-40.6,,8730,23,91,8,12
11640,-41.7,,8908,23,51,8,9
11909,-43.3,,9083,23,15,8,6
12146,-44.8,,9261,22,88,8,6
12370,-46.3,,9443,22,55,8,8
12689,-47.9,,9625,22,24,8,2
12983,-49.3,,9815,21,92,7,98
13293,-50.9,,10005,21,63,7,94
13692,-51.4,,10184,21,38,7,82
13922,-52.1,,10360,21,26,7,83
14232,-53.6,,10549,21,7,7,79
14564,-54.6,,10729,20,89,7,73
15040,-55.4,,10908,20,35,7,58
16942,-54.9,,10970,18,42,6,59
16982,-55.1,,11043,18,33,6,63
17341,-55.6,,11107,18,3,6,51
18087,-55.8,,9710,16,3,5,30
18085,-55.7,,9699,15,89,5,29
18174,-55.7,,9690,15,65,5,26
18029,-55.6,,9697,15,48,5,31
18571,-55.6,,8816,18,85,4,62
18827,-54.2,,8761,18,84,4,52
17809,-53.1,,8760,20,6,4,80
16839,-53.2,,9787,16,9,5,80
17337,-53.6,,10721,16,59,6,24
17473,-53.9,,12043,18,96,7,13
17903,-53.5,,12301,18,96,7,10
18315,-54.3,,12540,18,92,7,7
18697,-53.8,,12808,18,87,7,7
19018,-53.9,,13038,18,80,7,8
19641,-54.2,,13292,18,77,6,97
19839,-54.5,,13543,18,72,7,5
20438,-55.5,,13774,18,70,6,94
20930,-56.3,,13990,18,64,6,87
21397,-56.2,,14199,18,62,6,81
21762,-56.1,,14409,18,39,6,79
22234,-55.9,,14627,18,71,6,74
22523,-55.8,,14852,18,71,6,76
22974,-55.4,,15139,18,70,6,76
23467,-55.3,,15431,18,71,6,74
24015,-54.6,,15717,18,69,6,71
24596,-54.9,,15993,18,75,6,66
25036,-55.5,,16254,18,76,6,65
25473,-55.0,,16511,18,72,6,63
25797,-55.1,,16764,18,72,6,66
26174,-54.8,,17009,18,74,6,66
26579,-54.3,,17244,18,77,6,64
26806,-54.6,,17450,18,75,6,67
27010,-55.4,,17652,18,73,6,71
27312,-55.6,,17854,18,74,6,71
27641,-56.0,,18044,18,77,6,70
27936,-55.9,,18236,18,74,6,70
28189,-54.9,,18425,18,77,6,71
28329,-54.4,,18618,18,71,6,76
28636,-54.2,,18805,18,70,6,75
28879,-54.8,,18989,18,71,6,76
29123,-55.2,,19169,18,72,6,77
29329,-55.7,,19343,18,71,6,79
29537,-55.5,,19508,18,76,6,80
29577,-55.3,,19678,18,74,6,86
29637,-55.4,,19840,18,72,6,91
29672,-54.8,,20002,18,72,6,97
29861,-54.6,,20175,18,74,6,99
29936,-53.6,,20333,18,73,7,4
30028,-54.1,,20495,18,72,7,8
30173,-54.2,,20653,18,71,7,11
30160,-53.7,,20814,18,75,7,18
30280,-53.3,,20959,18,75,7,21
30360,-53.6,,21106,18,78,7,25
30273,-53.0,,21259,18,74,7,34
30271,-52.5,,21422,18,78,7,41
30297,-52.3,,21587,18,92,7,48
30291,-52.6,,21754,18,87,7,56
30150,-52.8,,21928,18,89,7,68
30233,-52.6,,22101,18,91,7,73
30256,-52.6,,22283,18,87,7,81
30486,-52.3,,22449,18,88,7,81
30588,-52.2,,22606,18,88,7,85
30488,-51.7,,22786,18,91,7,96
30713,-50.1,,22959,18,92,7,97
30815,-49.6,,23125,18,99,8,1
30766,-49.1,,23300,19,13,8,11
30741,-49.2,,23484,19,12,8,20
30796,-48.7,,23662,19,16,8,27
30793,-48.2,,23855,19,26,8,36
31008,-47.6,,24019,19,24,8,36
30865,-47.4,,24219,19,45,8,51
30940,-48.1,,24423,19,65,8,59
30845,-48.4,,24623,19,74,8,72
30946,-47.9,,24830,19,86,8,79
31030,-46.8,,25029,19,87,8,86
31058,-46.2,,25240,19,88,8,95
31171,-46.1,,25445,19,86,9,1
31310,-45.6,,25653,19,88,9,6
31368,-45.2,,25858,19,88,9,15
31496,-44.4,,26070,19,89,9,20
31704,-43.6,,26269,20,3,9,22
31640,-43.4,,26488,20,20,9,36
31731,-43.6,,26712,20,30,9,44
31978,-43.9,,26928,20,60,9,45
31980,-43.8,,27141,20,61,9,57
32102,-43.3,,27351,20,79,9,63
32129,-42.5,,27563,20,82,9,73
32200,-41.9,,27771,20,90,9,82
32234,-41.9,,27984,21,8,9,92
32301,-41.3,,28204,21,15,10,2
32446,-41.7,,28419,21,42,10,7
32587,-41.8,,28645,21,60,10,13
32642,-41.3,,28853,21,75,10,23
32875,-40.9,,29064,21,92,10,24
33057,-39.8,23.0,29280,22,12,10,27
32941,-39.2,23.0,29500,23,16,10,47
33015,-38.5,22.0,29731,23,18,10,58
33087,-38.2,22.0,29960,23,18,10,68
33337,-38.5,22.0,30145,23,23,10,66
33484,-37.9,22.0,30290,23,75,10,67
32928,-42.0,,29250,24,30,10,32
66,25.6,31.0,229,39,41,9,92
153,25.1,29.0,308,44,25,10,54
236,24.0,29.0,387,44,84,10,99
344,22.7,29.0,466,48,4,9,82
501,21.3,30.0,546,44,41,8,4
643,20.0,31.0,641,44,53,7,82
307,18.7,31.0,398,38,20,7,88
802,17.1,32.0,624,13,76,5,72
20,15.7,33.0,187,0,70,7,80
20,14.2,34.0,178,5,33,2,76
20,12.7,36.0,181,46,37,4,63
20,11.1,37.0,181,46,6,4,44
20,9.6,39.0,185,46,63,6,76
20,8.0,41.0,185,46,71,6,60
20,6.4,43.0,185,46,42,6,51
20,4.9,45.0,187,46,54,7,76
124,24.1,43.0,273,46,62,9,3
233,24.8,34.0,374,46,62,10,2
341,23.9,33.0,475,46,79,10,40
445,22.7,33.0,575,46,97,10,84
561,21.1,34.0,676,45,62,10,63
669,19.7,34.0,769,45,17,10,55
866,18.3,35.0,940,45,20,10,40
1094,16.7,36.0,1127,45,77,10,13
1316,15.4,37.0,1317,45,54,10,8
1469,14.0,38.0,1438,45,77,9,92
1676,12.4,39.0,1597,46,60,9,71
1891,10.9,41.0,1768,47,6,9,59
2081,9.4,42.0,1912,47,37,9,45
2293,7.9,44.0,2059,47,73,9,23
2524,6.3,46.0,2250,47,75,9,23
2735,4.7,47.0,2424,47,89,9,24
2958,3.2,49.0,2584,47,97,9,10
3174,1.7,51.0,2758,48,5,9,10
3359,0.0,53.0,2893,48,12,9,2
3502,-1.0,52.0,3003,48,10,8,99
3752,-2.5,52.0,3244,47,80,9,16
3933,-3.4,51.0,3406,47,70,9,22
4093,-4.3,49.0,3553,47,71,9,28
4240,-5.1,45.0,3704,47,47,9,40
4420,-5.5,40.0,3858,47,9,9,42
4601,-6.8,37.0,4016,46,83,9,44
4773,-7.9,35.0,4181,46,59,9,52
4946,-7.6,32.0,4349,46,22,9,60
5117,-8.7,28.0,4517,45,94,9,69
5274,-9.8,26.0,4684,45,64,9,80
5431,-10.7,26.0,4849,45,17,9,91
5609,-11.5,25.0,5016,44,66,9,95
5727,-12.8,25.0,5179,44,16,10,16
5899,-13.9,25.0,5346,43,82,10,22
6056,-14.9,25.0,5514,43,32,10,32
6198,-15.5,25.0,5678,42,82,10,45
6366,-16.6,27.0,5832,42,7,10,46
6533,-17.4,30.0,6000,41,45,10,52
6708,-18.4,32.0,6161,40,93,10,54
6861,-18.7,36.0,6315,40,41,10,59
7049,-19.4,39.0,6473,40,16,10,56
7271,-20.6,42.0,6636,40,1,10,46
7453,-22.1,44.0,6795,39,90,10,45
7633,-23.0,45.0,6960,39,58,10,46
7771,-24.4,46.0,7132,38,82,10,60
7933,-25.9,46.0,7300,38,26,10,66
8098,-27.2,46.0,7461,37,87,10,70
8266,-28.6,45.0,7626,37,8,10,73
8454,-30.0,45.0,7788,36,35,10,71
8638,-31.4,45.0,7946,35,79,10,69
8818,-33.3,45.0,8101,34,94,10,67
9034,-35.0,46.0,8257,34,30,10,58
9270,-36.4,46.0,8428,33,65,10,49
9514,-37.5,46.0,8596,33,6,10,38
9778,-38.4,46.0,8770,32,48,10,26
10039,-39.8,46.0,8927,31,85,10,12
10340,-41.2,,9086,31,25,9,93
10688,-42.5,,9253,30,71,9,70
11027,-43.4,,9391,30,17,9,45
11390,-44.8,,9560,29,75,9,25
11808,-45.4,,9723,29,28,9,0
12244,-46.5,,9880,28,88,8,74
12694,-47.8,,10034,28,57,8,50
13153,-49.3,,10192,28,27,8,27
13647,-50.1,,10347,28,2,8,4
14176,-51.1,,10499,27,79,7,79
14640,-51.5,,10652,27,56,7,62
15129,-52.5,,10802,27,32,7,44
15559,-53.6,,10954,27,10,7,31
16098,-54.0,,11107,26,86,7,13
16612,-54.4,,11254,26,61,6,97
17117,-54.7,,11410,26,40,6,84
17623,-52.9,,11558,26,20,6,71
18161,-52.8,,11706,26,0,6,57
18673,-51.8,,11845,25,73,6,45
19216,-51.4,,11987,25,57,6,32
19742,-52.1,,12133,25,38,6,22
20358,-52.8,,12282,25,21,6,7
20877,-53.5,,12427,25,10,5,98
21330,-54.0,,12574,25,0,5,92
21865,-54.3,,12725,24,92,5,83
22338,-54.8,,12875,24,75,5,77
22711,-55.4,,13025,24,54,5,73
23192,-54.5,,13174,24,37,5,67
23711,-54.9,,13313,24,25,5,60
24184,-55.4,,13458,24,9,5,54
24620,-55.2,,13601,23,95,5,50
25126,-55.3,,13747,23,85,5,44
25570,-56.0,,13873,23,74,5,39
26088,-56.2,,14027,23,57,5,33
26476,-56.0,,14175,23,45,5,31
27073,-56.5,,14318,23,27,5,24
27586,-56.8,,14464,23,16,5,19
28016,-57.0,,14619,23,8,5,16
28405,-57.4,,14764,23,2,5,14
28700,-57.9,,14917,22,89,5,14
29034,-58.3,,15074,22,80,5,13
29471,-58.3,,15225,22,65,5,10
30040,-58.4,,15385,22,54,5,6
30603,-59.0,,15539,22,44,5,1
31266,-59.7,,15697,22,37,4,95
31693,-60.2,,15879,22,35,4,94
32125,-59.3,,16035,22,28,4,92
32486,-59.4,,16180,22,29,4,90
32777,-59.0,,16328,22,28,4,91
32997,-59.3,,16489,22,23,4,92
33375,-58.9,,16641,22,18,4,91
33409,-58.2,,16798,22,8,4,96
33615,-58.3,,16952,22,5,4,97
33854,-59.3,,17096,21,92,4,98
33937,-59.9,,17232,21,77,5,1
33975,-59.9,,17365,21,70,5,5
33948,-59.5,,17507,21,61,5,10
34145,-58.4,,17673,21,59,5,12
34454,-58.1,,17832,21,58,5,12
34450,-57.5,,17984,21,55,5,17
34156,-57.2,,18149,21,48,5,28
34511,-57.4,,18298,21,48,5,26
34854,-56.7,,18438,21,46,5,25
308,-5.8,67.0,299,31,77,4,49
518,-5.5,67.0,439,31,91,5,42
771,-5.9,67.0,578,31,95,5,47
980,-6.9,65.0,718,32,83,5,78
1238,-8.3,63.0,857,32,78,5,71
1534,-9.7,62.0,1007,32,97,5,59
1835,-11.1,62.0,1177,33,2,5,61
2130,-12.5,63.0,1353,33,24,5,68
2387,-13.6,64.0,1498,33,46,5,68
2634,-14.6,64.0,1658,33,59,5,78
2927,-15.5,64.0,1827,33,87,5,79
3230,-17.0,63.0,2000,34,8,5,79
3573,-18.0,62.0,2185,34,29,5,75
3824,-19.3,61.0,2346,34,30,5,81
4104,-20.7,60.0,2535,34,12,5,89
4403,-21.8,60.0,2710,34,7,5,90
4732,-23.3,60.0,2892,34,2,5,88
5068,-24.5,59.0,3073,34,5,5,85
5329,-26.0,59.0,3239,34,11,5,88
5669,-27.1,59.0,3421,34,10,5,85
5980,-27.8,58.0,3592,34,4,5,84
6400,-29.0,56.0,3804,33,99,5,79
6708,-29.9,54.0,3961,33,92,5,75
7018,-30.2,52.0,4129,33,94,5,74
7400,-30.8,50.0,4302,33,98,5,67
7836,-31.4,47.0,4480,33,97,5,58
8344,-32.3,44.0,4660,33,94,5,44
8840,-33.2,42.0,4848,33,91,5,34
9493,-34.3,40.0,5036,33,91,5,15
10062,-35.3,38.0,5228,33,90,5,4
10681,-36.4,37.0,5424,33,85,4,92
11292,-37.6,37.0,5620,33,84,4,82
11881,-39.1,36.0,5816,33,83,4,74
12488,-40.5,,6011,33,82,4,66
13110,-41.8,,6204,33,81,4,58
13750,-42.9,,6395,33,80,4,49
14337,-43.5,,6589,33,80,4,44
14968,-44.2,,6787,33,77,4,38
15522,-44.7,,6992,33,73,4,35
16170,-45.9,,7195,33,67,4,30
16812,-46.6,,7394,33,62,4,25
17505,-46.5,,7600,33,59,4,19
18172,-46.8,,7809,33,55,4,15
18969,-47.8,,8016,33,55,4,8
19694,-47.8,,8229,33,56,4,2
20592,-48.6,,8444,33,55,3,94
21400,-48.5,,8659,33,57,3,89
22402,-49.2,,8872,33,61,3,80
23205,-50.6,,9087,33,63,3,76
24038,-49.8,,9303,33,64,3,71
24762,-50.3,,9527,33,63,3,69
25535,-50.1,,9747,33,63,3,66
26236,-50.1,,9965,33,59,3,64
26946,-50.1,,10187,33,55,3,63
27407,-50.4,,10417,33,50,3,65
28025,-50.4,,10649,33,44,3,65
28796,-49.4,,10878,33,39,3,63
29198,-49.2,,11114,33,31,3,66
29823,-48.9,,11346,33,25,3,66
30348,-47.8,,11577,33,18,3,67
30653,-47.6,,11813,33,11,3,71
30935,-47.8,,12054,33,2,3,75
31207,-48.3,,12295,32,92,3,80
31447,-48.9,,12543,32,83,3,85
31931,-48.9,,12792,32,68,3,87
32629,-48.7,,13028,32,58,3,85
33148,-47.5,,13259,32,48,3,86
33187,-47.5,,13498,32,36,3,93
33554,-48.6,,13734,32,31,3,96
34021,-50.9,,13965,32,23,3,97
34265,-50.9,,14193,32,17,4,1
34212,-51.2,,14431,32,12,4,9
34273,-51.2,,14676,31,96,4,16
34629,-51.8,,14913,31,85,4,19
35062,-51.5,,15138,31,74,4,20
35368,-51.8,,15358,31,62,4,22
35549,-52.4,,15580,31,46,4,27
35825,-51.5,,15801,31,29,4,30
36144,-51.4,,16018,31,15,4,32
36382,-50.9,,16240,30,98,4,35
36794,-50.8,,16448,30,83,4,36
36833,-51.7,,16663,30,67,4,42
37061,-52.1,,16874,30,54,4,45
37304,-52.5,,17084,30,39,4,48
37602,-52.3,,17296,30,23,4,50
37689,-52.5,,17506,30,11,4,55
37924,-52.7,,17714,29,96,4,58
38171,-53.3,,17917,29,82,4,60
38431,-53.0,,18119,29,70,4,62
38578,-54.0,,18316,29,55,4,66
38541,-54.3,,18520,29,39,4,72
38628,-54.9,,18748,29,24,4,77
38641,-55.9,,18972,29,6,4,84
38647,-56.7,,19187,28,91,4,90
38902,-56.6,,19401,28,75,4,92
39244,-55.2,,19613,28,56,4,93
39646,-54.3,,19817,28,41,4,93
40101,-53.3,,20022,28,26,4,93
40511,-53.4,,20226,28,11,4,93
40938,-53.2,,20423,27,96,4,92
40851,-53.2,,20641,27,78,4,99
41200,-52.8,,20855,27,61,5,1
41534,-53.0,,21064,27,47,5,2
41966,-53.7,,21273,27,32,5,1
42259,-54.3,,21490,27,22,5,3
42674,-53.9,,21704,27,10,5,3
42613,-54.5,,21930,26,98,5,10
42914,-55.4,,22153,26,84,5,12
43052,-56.3,,22386,26,64,5,16
43538,-56.1,,22615,26,52,5,15
44061,-55.9,,22839,26,39,5,14
44379,-56.0,,23067,26,31,5,16
44769,-56.2,,23293,26,21,5,16
44753,-57.2,,23531,26,8,5,23
45248,-57.9,,23760,25,96,5,22
45356,-57.8,,24003,25,86,5,26
45796,-57.4,,24247,25,75,5,27
46135,-57.3,,24498,25,64,5,28
46618,-57.8,,24736,25,59,5,28
46977,-57.2,,24977,25,46,5,29
47976,-57.4,,24285,25,39,5,1
48282,-55.9,,23008,25,29,4,69
48299,-53.3,,21538,25,15,4,36
177,-3.9,59.0,292,34,49,8,3
360,-5.8,60.0,423,34,3,7,83
548,-7.2,63.0,555,33,80,7,68
680,-8.5,65.0,686,32,80,8,46
891,-9.9,65.0,818,33,34,7,94
1143,-10.8,64.0,980,33,77,7,64
1401,-12.3,62.0,1152,33,94,7,51
1682,-13.4,61.0,1324,33,86,7,30
2042,-15.1,62.0,1547,33,48,7,13
2320,-16.7,64.0,1701,33,16,6,94
2597,-17.7,65.0,1847,32,58,6,75
2894,-18.1,63.0,2005,32,49,6,61
3162,-19.1,60.0,2164,32,35,6,55
3398,-20.0,57.0,2309,32,24,6,54
3763,-21.0,54.0,2525,32,21,6,49
4062,-22.2,51.0,2689,32,15,6,42
4425,-23.8,49.0,2882,32,17,6,33
4710,-25.3,49.0,3019,32,12,6,23
5000,-26.6,49.0,3183,32,4,6,20
5284,-27.9,48.0,3323,31,99,6,13
5657,-28.9,47.0,3520,31,95,6,7
5977,-29.3,45.0,3681,31,82,6,2
6343,-29.5,43.0,3843,31,85,5,92
6745,-30.5,40.0,4007,31,88,5,80
7112,-31.1,38.0,4177,31,95,5,73
7598,-32.1,36.0,4348,32,1,5,57
8095,-32.7,34.0,4518,32,1,5,43
8561,-33.6,32.0,4691,32,12,5,33
9089,-34.7,31.0,4861,32,18,5,19
9602,-35.7,30.0,5035,32,20,5,9
10070,-36.4,30.0,5208,32,29,5,1
10572,-37.4,29.0,5381,32,31,4,93
11154,-38.5,29.0,5552,32,38,4,82
11617,-39.4,29.0,5726,32,36,4,77
12145,-40.3,,5902,32,40,4,70
12687,-41.4,,6081,32,43,4,64
13147,-42.0,,6255,32,45,4,60
13618,-42.9,,6431,32,54,4,57
14061,-43.9,,6605,32,59,4,55
14610,-45.2,,6780,32,67,4,49
15068,-46.2,,6956,32,69,4,47
15530,-46.5,,7129,32,74,4,44
16100,-47.1,,7298,32,80,4,39
16491,-47.5,,7473,32,78,4,39
17225,-47.1,,7649,32,78,4,29
18054,-47.2,,7823,32,80,4,19
18816,-47.5,,7997,32,76,4,10
19611,-47.9,,8171,32,74,4,2
20517,-48.4,,8343,32,76,3,91
21385,-49.0,,8516,32,80,3,82
22239,-49.1,,8693,32,86,3,75
23426,-49.5,,8861,32,91,3,62
24249,-50.1,,9033,32,93,3,56
25314,-50.2,,9196,32,93,3,47
26125,-50.5,,9359,32,93,3,42
26837,-50.5,,9521,32,94,3,39
27517,-50.8,,9688,32,94,3,36
28017,-50.9,,9861,32,91,3,36
28759,-51.0,,10037,32,88,3,33
29730,-50.6,,10205,32,86,3,28
30261,-50.8,,10382,32,84,3,27
31027,-50.4,,10552,32,78,3,25
31981,-50.6,,10714,32,73,3,19
32410,-50.0,,10882,32,69,3,20
32917,-49.3,,11050,32,67,3,20
33354,-49.2,,11220,32,66,3,21
33807,-49.5,,11390,32,61,3,22
34485,-48.9,,11555,32,49,3,20
34803,-48.1,,11726,32,44,3,22
35262,-48.1,,11896,32,40,3,22
35828,-48.4,,12062,32,37,3,21
36255,-48.9,,12228,32,29,3,22
36695,-49.2,,12393,32,23,3,23
37000,-50.0,,12561,32,16,3,24
36809,-49.6,,12744,32,11,3,31
36944,-49.5,,12932,32,4,3,35
37078,-50.4,,13123,31,94,3,39
37306,-51.2,,13324,31,84,3,42
37910,-51.2,,13516,31,78,3,42
38084,-50.2,,13709,31,66,3,45
